Case_ID,Region,Country,Pollutant_Type,Pollutant_Concentration_mg_kg,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Water_Source_Type,Soil_Texture,Soil_Organic_Matter_%,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required,year,Soil_pH_ss,Rainfall_mm_ss
101283,0,3,0,952,5.61,44.9,76.3,257.9,1,0,4,3,0,3.88,4,2,0,2,1,2,0,1,2023,-0.7321319831907244,0.49962753068229027
101284,4,3,0,126,4.62,29.4,77.2,215.0,3,3,2,0,1,8.49,3,0,2,0,0,4,0,0,2025,-1.581108256431987,0.12740183601559402
101285,5,4,3,83,5.97,18.3,53.5,29.0,3,1,0,4,2,9.56,3,1,3,1,0,1,1,0,2023,-0.42341333837572037,-1.4864438331686842
101286,3,9,5,602,8.19,24.9,93.9,221.6,5,1,4,4,1,9.34,3,2,5,1,2,1,0,1,2025,1.4803516379834738,0.18466732750277803
101287,5,9,5,12,7.49,41.6,30.5,38.5,3,0,4,4,1,4.53,3,0,4,0,0,4,1,1,2025,0.8800653841765212,-1.4040162317856162
101288,4,1,4,2601,6.67,28.5,30.6,0.3,5,1,1,3,1,8.2,4,2,1,2,0,2,1,0,2023,0.17687291543123299,-1.735461955241742
101289,5,3,2,238,7.04,42.0,35.6,266.1,0,0,4,0,2,1.25,1,0,2,2,1,2,0,0,2023,0.4941670781577655,0.5707755655603072
101290,4,8,1,1677,5.16,35.8,42.6,185.4,2,1,2,4,3,6.19,3,2,4,1,0,1,1,1,2024,-1.1180302892094802,-0.1294252167148072
101291,2,9,3,465,7.47,20.6,69.7,63.3,1,1,3,3,2,7.04,3,0,5,1,0,2,0,1,2023,0.862914348353465,-1.1888368092277126
101292,4,6,1,352,6.2,18.7,76.1,104.8,5,0,4,2,3,8.88,0,1,1,0,1,0,1,1,2024,-0.22617642641057822,-0.8287583400279945
101293,2,0,5,2484,5.29,31.5,26.6,156.6,3,2,4,3,2,7.28,2,2,2,2,2,4,1,1,2023,-1.0065485563596175,-0.3793109977497923
101294,0,6,2,1834,7.0,19.9,48.4,41.2,5,1,4,0,3,7.33,1,1,3,0,2,2,0,1,2024,0.45986500651165385,-1.3805894398135863
101295,1,6,2,1381,7.34,18.7,44.3,133.7,2,2,0,0,1,0.74,1,1,1,0,1,4,1,1,2024,0.7514326155036024,-0.5780049000310825
101296,2,4,3,940,7.71,41.4,58.9,182.2,1,0,3,2,3,0.79,2,1,2,2,0,0,0,0,2023,1.0687267782301348,-0.15719030349647237
101297,0,1,3,2460,4.55,43.1,56.7,136.8,0,0,1,1,1,9.28,1,0,1,1,1,1,1,0,2024,-1.6411368818126824,-0.5511074722113444
101298,1,4,4,62,6.83,29.2,36.4,171.6,5,3,1,4,1,6.7,4,1,5,0,0,3,1,1,2023,0.3140812020156796,-0.2491621534607376
101299,3,5,0,2019,4.5,42.8,32.3,93.4,0,0,0,1,2,3.0,1,1,3,0,2,2,0,0,2023,-1.6840144713703218,-0.927671461687676
101300,5,5,0,93,4.99,44.5,43.6,46.1,1,0,3,3,3,1.52,0,2,5,0,0,0,0,0,2023,-1.2638140937054545,-1.338074150679162
101301,0,2,1,1997,7.92,19.0,21.6,89.2,2,0,1,3,1,1.04,0,1,2,2,0,4,0,0,2023,1.2488126543722209,-0.9641131380886113
101302,5,5,1,281,6.23,18.0,58.7,101.4,0,3,3,2,3,9.44,4,2,1,0,2,3,1,0,2025,-0.2004498726759943,-0.8582587447335135
101303,0,7,0,2518,6.77,22.4,48.6,164.7,5,3,0,4,2,7.41,3,0,4,0,0,0,1,1,2025,0.2626280945465117,-0.30903062183370283
101304,0,2,1,1242,7.93,43.0,45.2,224.3,1,1,2,2,2,1.4,4,2,5,2,1,1,1,0,2023,1.2573881722837486,0.20809411947480802
101305,3,9,5,547,6.15,17.2,85.7,63.3,1,3,3,3,0,4.83,2,0,4,2,0,2,1,0,2025,-0.2690540159682176,-1.1888368092277126
101306,0,9,4,1682,7.27,23.4,85.2,227.3,4,2,3,0,3,4.68,0,2,4,2,2,4,0,0,2024,0.6914039901229069,0.23412388833261896
101307,4,4,0,180,6.36,38.7,66.1,332.9,4,3,0,4,2,5.19,2,2,4,2,0,2,0,0,2023,-0.08896813982613166,1.1503717521275638
101308,1,1,3,320,4.55,20.6,72.3,316.1,3,0,3,3,2,3.31,1,2,3,0,1,3,1,0,2025,-1.6411368818126824,1.0046050465238228
101309,1,5,0,1354,6.18,24.4,37.4,54.5,5,2,3,4,1,2.37,2,1,4,2,0,0,1,0,2023,-0.24332746223363444,-1.2651907978772912
101310,4,6,2,145,5.29,10.3,67.0,126.6,5,1,3,2,1,9.74,1,1,5,1,0,4,0,0,2024,-1.0065485563596175,-0.6396086863279017
101311,2,2,0,529,5.88,22.5,20.6,335.7,0,0,0,3,0,0.8,0,1,1,2,2,4,0,1,2024,-0.5005929995794713,1.1746662030615207
101312,3,7,3,2622,8.07,28.7,60.8,261.5,5,1,4,4,2,4.18,1,2,1,1,0,2,0,0,2025,1.3774454230451396,0.5308632533116636
101313,5,4,2,1801,4.68,11.9,54.3,219.8,3,1,4,4,0,8.93,2,1,3,1,0,2,0,0,2023,-1.5296551489628198,0.1690494661880916
101314,5,8,0,285,7.79,17.4,49.6,126.6,1,2,1,4,1,4.3,1,0,5,0,2,0,1,1,2024,1.1373309215223582,-0.6396086863279017
101315,0,9,3,401,6.51,38.1,53.1,196.2,4,3,4,0,2,8.56,0,1,5,0,2,1,0,1,2024,0.039664628846786426,-0.03571804882668797
101316,5,8,3,1959,6.46,19.0,86.4,230.8,2,1,4,0,2,2.6,4,0,1,1,1,3,0,1,2024,-0.003212960710852938,0.26449195200006503
101317,3,9,5,740,7.71,11.5,94.4,52.1,1,1,0,0,0,8.06,4,0,4,2,1,2,1,0,2023,1.0687267782301348,-1.2860146129635401
101318,3,5,1,1091,6.47,40.8,51.0,215.0,5,0,0,4,1,0.97,1,2,2,0,0,2,0,1,2024,0.005362557200674782,0.12740183601559402
101319,5,0,1,7,5.48,33.8,29.1,45.5,4,0,0,4,3,4.4,3,1,4,1,2,1,1,0,2024,-0.843613716040587,-1.343280104450724
101320,2,5,2,1804,7.35,16.2,26.0,376.2,5,2,3,4,2,2.98,1,2,4,1,2,1,1,1,2023,0.7600081334151301,1.5260680826419684
101321,2,9,5,2384,7.95,37.0,32.7,328.7,5,2,0,3,1,7.81,3,1,2,2,2,4,0,1,2025,1.2745392081068048,1.1139300757266286
101322,0,4,1,1659,5.85,19.2,29.1,203.9,1,3,3,1,0,6.06,0,1,2,2,0,1,0,1,2025,-0.5263195533140552,0.031091691241693586
101323,3,9,4,994,6.4,22.7,68.1,360.5,3,1,2,4,3,2.06,2,0,5,0,2,2,1,1,2023,-0.05466606818002002,1.3898456256194245
101324,4,7,0,1057,5.06,31.9,74.7,372.8,0,1,4,3,3,3.15,3,0,2,0,0,3,1,0,2024,-1.2037854683247595,1.4965676779364496
101325,5,2,2,2653,4.75,31.1,24.3,357.5,4,0,4,2,1,5.53,4,0,4,1,2,4,0,0,2024,-1.4696265235821242,1.3638158567616137
101326,0,6,1,1859,7.83,15.3,22.9,351.6,5,0,4,0,0,3.49,2,1,0,0,0,4,0,1,2023,1.17163299316847,1.312623978007919
101327,2,2,4,353,6.37,30.9,22.3,110.0,0,1,0,2,0,0.81,1,2,0,2,0,1,1,0,2023,-0.08039262191460395,-0.7836400740077889
101328,4,8,0,1162,8.08,44.4,67.8,64.7,5,3,2,1,0,9.11,2,0,5,1,1,4,1,0,2024,1.3860209409566673,-1.1766895837607338
101329,2,8,0,1416,5.11,42.3,76.8,292.7,4,1,3,3,0,7.24,2,2,5,0,1,1,0,0,2023,-1.1609078787671194,0.8015728494328972
101330,1,9,4,546,5.34,34.1,36.5,175.5,3,1,3,2,1,7.93,1,0,2,2,0,4,1,1,2023,-0.9636709668019782,-0.21532345394558336
101331,1,8,0,2190,6.31,37.7,82.9,261.9,3,1,3,4,0,2.67,4,2,1,1,0,2,0,1,2025,-0.1318457293837718,0.5343338891593715
101332,4,3,3,756,5.76,14.1,40.5,83.8,4,1,3,0,2,4.83,4,1,4,2,0,2,1,0,2023,-0.6034992145178063,-1.010966722032671
101333,0,8,5,2527,4.92,35.2,71.5,38.3,4,1,0,2,1,9.26,0,1,5,2,2,2,0,1,2023,-1.32384271908615,-1.4057515497094704
101334,2,6,4,1575,5.95,36.5,39.3,277.4,5,1,2,1,1,0.88,4,2,3,1,1,1,0,1,2023,-0.4405643741987758,0.6688210282580613
101335,1,6,1,2354,6.29,32.3,36.6,270.8,4,3,3,1,2,7.84,4,0,5,1,0,4,1,1,2023,-0.14899676520682723,0.6115555367708776
101336,4,3,0,1299,6.97,26.0,87.1,199.1,4,0,4,2,2,8.5,0,0,1,2,2,3,1,1,2024,0.4341384527770699,-0.010555938930804013
101337,3,2,4,2244,6.14,18.1,50.5,330.5,3,2,1,2,2,2.66,1,2,1,0,0,3,0,0,2024,-0.2776295338797461,1.1295479370413153
101338,3,9,2,1443,7.72,22.4,68.2,98.3,1,0,2,1,2,1.54,2,0,0,2,2,3,1,0,2023,1.0773022961416625,-0.8851561725532515
101339,2,6,5,2229,4.9,19.5,84.1,138.6,3,1,3,3,2,9.74,2,1,2,0,2,1,1,1,2024,-1.3409937549092055,-0.5354896108966579
101340,0,8,1,2734,5.57,11.4,72.9,180.4,1,1,4,3,1,1.46,1,2,1,1,0,0,0,0,2023,-0.766434054836836,-0.17280816481115877
101341,4,5,2,1962,4.62,40.5,30.4,50.9,2,3,3,3,2,2.17,0,1,2,0,0,0,0,0,2023,-1.581108256431987,-1.2964265205066643
101342,1,0,5,2685,7.27,38.0,49.8,134.5,0,0,2,2,2,2.73,1,1,4,2,2,3,0,1,2023,0.6914039901229069,-0.5710636283356662
101343,1,3,3,1318,6.71,32.1,39.3,379.5,5,2,3,3,2,2.11,2,2,4,0,2,4,1,0,2023,0.21117498707734464,1.5547008283855606
101344,1,5,3,2697,4.56,26.8,45.0,179.6,4,1,1,4,1,5.92,3,1,2,1,2,2,1,0,2024,-1.6325613639011547,-0.17974943650657513
101345,1,4,3,1203,6.16,35.6,71.4,333.3,5,2,2,3,3,2.87,3,1,2,0,0,0,0,1,2024,-0.2604784980566899,1.1538423879752722
101346,5,6,3,1700,6.84,22.9,56.5,125.5,1,0,4,2,1,1.85,1,0,1,2,0,0,1,1,2023,0.3226567199272073,-0.649152934909099
101347,5,6,3,579,4.92,33.9,69.6,380.2,0,2,0,3,1,7.43,4,0,4,0,2,1,1,0,2024,-1.32384271908615,1.5607744411190496
101348,4,8,4,138,8.04,40.2,53.2,234.3,4,0,2,3,0,9.77,1,2,1,1,1,4,1,1,2024,1.351718869310555,0.29486001566751113
101349,5,0,0,1461,8.12,12.9,34.3,176.3,2,2,1,3,0,6.06,4,2,3,0,1,0,0,1,2024,1.4203230126027782,-0.208382182250167
101350,1,0,3,2288,8.45,23.6,23.6,320.5,5,0,2,2,2,6.24,1,1,5,1,1,1,1,1,2024,1.703315103683199,1.0427820408486121
101351,1,7,4,539,6.48,36.0,77.8,199.8,1,1,4,1,2,3.4,0,1,0,0,0,3,1,1,2023,0.013938075112203263,-0.004482326197314646
101352,5,9,1,2721,7.15,24.3,41.0,292.4,4,2,4,2,0,2.8,0,0,0,2,2,1,1,1,2023,0.5884977751845727,0.798969872547116
101353,1,2,3,467,6.62,20.1,67.2,47.2,0,1,2,0,0,6.72,4,2,5,0,2,4,1,0,2023,0.1339953258735936,-1.3285299020979644
101354,1,3,1,771,4.5,14.4,90.0,346.9,4,2,2,3,0,2.72,1,0,2,1,1,4,1,0,2024,-1.6840144713703218,1.2718440067973482
101355,1,2,1,2170,6.93,44.0,48.0,272.6,4,0,1,3,3,1.1,0,0,4,1,2,2,0,1,2025,0.39983638113095826,0.6271733980855643
101356,1,9,1,1098,8.36,28.9,41.6,48.1,5,2,4,0,2,7.18,0,1,1,1,2,4,1,1,2024,1.626135442479448,-1.3207209714406214
101357,0,8,4,1796,6.0,43.3,21.7,121.5,0,1,1,2,2,9.25,3,1,5,1,2,2,0,0,2023,-0.39768678464113644,-0.6838592933861802
101358,1,0,1,877,5.51,28.7,81.8,41.3,1,3,3,1,1,9.46,2,1,3,2,2,3,1,0,2025,-0.8178871623060039,-1.3797217808516595
101359,0,3,3,2231,5.23,34.9,48.9,160.9,2,3,4,2,2,7.94,2,2,0,2,1,1,1,1,2024,-1.0580016638287846,-0.34200166238692986
101360,0,9,2,2693,5.01,24.7,56.1,150.5,2,3,4,2,2,3.95,3,1,3,1,0,2,1,0,2024,-1.246663057882399,-0.4322381944273412
101361,0,0,1,139,7.24,25.3,34.6,326.4,2,0,3,4,0,8.12,0,0,4,0,0,4,1,0,2024,0.6656774363883237,1.0939739196023066
101362,1,6,5,1331,5.69,32.3,41.6,94.4,3,3,4,2,0,7.44,1,1,3,0,1,3,1,1,2024,-0.6635278398985011,-0.9189948720684057
101363,2,2,1,108,4.88,10.2,31.5,27.6,2,0,1,4,0,9.96,3,2,3,1,2,1,1,1,2023,-1.3581447907322617,-1.4985910586356628
101364,1,5,0,790,5.1,18.4,90.2,208.1,2,0,4,1,2,3.97,4,2,5,1,1,1,0,1,2024,-1.169483396678648,0.06753336764262881
101365,3,5,1,2439,6.08,21.7,35.5,151.1,0,3,0,3,2,3.51,0,1,2,1,2,4,0,0,2024,-0.32908264134891313,-0.42703224065577905
101366,2,2,4,1884,5.66,30.2,24.9,76.5,3,2,1,3,1,4.37,4,1,2,1,2,4,0,1,2024,-0.689254393633085,-1.0743058262533443
101367,0,4,0,2613,6.01,33.2,39.1,50.8,2,1,1,2,0,1.06,3,2,1,1,2,1,0,0,2024,-0.3891112667296087,-1.2972941794685915
101368,2,0,3,837,5.13,16.1,77.1,6.3,3,1,1,3,3,5.8,4,2,3,1,2,3,1,0,2025,-1.143756842944064,-1.6834024175261202
101369,4,2,1,1050,6.53,29.7,43.5,118.0,0,3,4,1,1,7.47,1,2,0,2,1,4,0,1,2024,0.05681566466984263,-0.7142273570536264
101370,2,1,5,2436,5.27,13.4,87.3,140.0,5,2,0,4,3,5.74,3,0,3,2,2,4,0,0,2023,-1.0236995921826737,-0.5233423854296795
101371,2,0,1,995,5.0,30.6,59.4,81.2,4,1,2,4,0,4.79,1,1,2,1,1,1,1,1,2023,-1.2552385757939266,-1.033525855042774
101372,5,7,4,2236,6.86,13.4,61.1,281.1,0,3,2,0,3,8.03,4,0,1,1,0,3,0,0,2023,0.33980775575026345,0.7009244098493619
101373,3,9,5,1758,5.11,34.9,70.8,9.8,5,3,3,1,3,4.41,1,1,5,1,2,0,1,1,2023,-1.1609078787671194,-1.653034353858674
101374,4,7,1,912,7.18,17.6,64.3,365.3,2,3,3,2,3,8.08,0,0,5,1,0,4,1,1,2023,0.6142243289191558,1.4314932557919222
101375,3,3,3,2569,8.41,10.4,66.7,165.1,3,0,1,0,0,8.67,4,1,2,2,1,4,0,1,2024,1.6690130320370882,-0.30555998598599465
101376,3,3,3,683,8.42,31.5,79.5,34.2,0,1,0,3,2,2.24,4,0,0,1,0,3,1,0,2023,1.677588549948616,-1.4413255671484784
101377,2,9,3,2110,4.59,38.6,21.0,262.8,4,3,0,0,3,3.97,0,1,5,1,1,4,0,1,2025,-1.6068348101665708,0.5421428198167151
101378,4,5,5,1705,7.28,22.0,28.1,27.9,0,1,1,4,1,6.09,3,2,1,2,2,1,0,0,2025,0.6999795080344353,-1.4959880817498816
101379,1,7,5,1432,7.47,27.8,51.7,159.2,4,0,3,2,3,0.75,2,0,1,0,1,1,0,0,2024,0.862914348353465,-0.35675186473968956
101380,5,6,0,921,8.4,40.6,44.7,235.1,5,3,4,3,0,8.55,4,1,4,1,0,1,0,1,2024,1.6604375141255605,0.3018012873629273
101381,0,4,3,1216,4.57,12.6,58.3,387.8,1,3,2,3,2,7.09,2,1,5,2,2,1,1,1,2023,-1.6239858459896264,1.6267165222255042
101382,3,1,0,189,5.26,37.0,83.1,247.1,1,0,0,3,3,6.62,0,0,2,0,0,0,0,0,2023,-1.0322751100942014,0.40592036279417104
101383,3,5,5,70,7.81,37.6,39.4,283.5,2,1,4,1,1,2.54,3,0,0,2,2,2,0,1,2024,1.1544819573454137,0.7217482249356104
101384,5,2,5,108,5.3,16.3,45.3,167.4,2,2,0,3,3,5.33,2,2,3,0,0,4,1,1,2023,-0.9979730384480898,-0.2856038298616728
101385,4,6,1,1310,5.58,11.0,65.4,158.3,3,0,3,4,0,3.34,1,1,2,2,1,2,0,0,2023,-0.7578585369253082,-0.3645607953970326
101386,0,3,3,2422,7.49,40.0,57.1,52.4,3,1,1,3,1,7.11,2,0,4,0,0,1,1,1,2023,0.8800653841765212,-1.2834116360777588
101387,3,1,4,562,6.26,12.3,81.9,50.4,1,2,0,3,0,9.08,2,1,0,2,2,3,1,0,2024,-0.17472331894141113,-1.3007648153162994
101388,5,2,4,2416,6.36,36.1,66.5,321.2,4,1,3,2,2,4.6,2,0,3,0,0,0,0,1,2024,-0.08896813982613166,1.0488556535821012
101389,1,1,1,2195,6.35,42.9,56.5,185.0,2,1,2,4,3,7.96,4,1,2,2,0,0,0,1,2024,-0.09754365773766015,-0.13289585256251538
101390,1,7,1,2305,6.72,16.3,55.1,387.2,1,3,2,3,2,7.65,1,2,0,2,0,4,0,1,2023,0.21975050498887236,1.621510568453942
101391,2,6,3,2273,4.63,26.4,68.5,332.0,0,2,0,3,1,0.97,0,1,5,0,1,1,1,0,2025,-1.5725327385204593,1.1425628214702206
101392,3,9,2,2383,6.69,16.9,43.8,112.8,3,0,4,3,0,5.54,4,1,3,1,1,1,0,1,2024,0.1940239512542892,-0.759345623073832
101393,5,2,0,135,5.13,38.4,29.9,93.4,1,1,2,1,3,4.81,2,1,0,2,1,2,0,1,2024,-1.143756842944064,-0.927671461687676
101394,0,5,2,1420,7.55,25.7,79.2,247.3,2,3,3,2,0,1.57,1,1,3,1,0,2,1,0,2023,0.9315184916456883,0.4076556807180252
101395,0,8,1,414,6.25,23.9,75.8,232.3,3,2,2,2,2,4.19,0,2,5,0,2,3,1,0,2024,-0.18329883685293885,0.2775068364289705
101396,2,1,0,464,5.41,30.1,51.8,206.0,0,2,1,0,2,2.12,3,1,1,1,2,3,0,1,2024,-0.9036423414212825,0.0493125294421612
101397,4,3,0,1842,7.91,19.0,56.9,390.2,0,1,3,1,2,3.67,3,1,2,2,2,0,0,0,2024,1.240237136460693,1.6475403373117528
101398,1,7,1,1653,4.86,31.2,26.7,383.7,1,0,3,4,2,7.3,1,1,1,1,1,4,0,1,2023,-1.375295826555317,1.5911425047864958
101399,4,4,2,2203,7.32,30.6,53.7,343.3,0,2,0,4,1,9.59,3,0,4,2,0,2,0,0,2023,0.734281579680547,1.2406082841679753
101400,4,8,2,1365,8.23,30.4,60.4,181.8,0,2,0,3,3,2.49,2,1,1,0,1,4,0,0,2024,1.5146537096295862,-0.16066093934418027
101401,0,3,5,9,5.47,27.8,48.5,179.4,1,1,4,2,3,9.82,0,2,3,1,2,4,0,1,2023,-0.8521892339521154,-0.18148475443042908
101402,3,9,2,966,6.31,14.7,23.6,310.2,2,0,3,4,3,5.92,3,0,0,2,0,4,0,0,2024,-0.1318457293837718,0.9534131677701277
101403,3,3,1,2114,5.1,30.0,39.0,91.2,4,0,0,3,0,0.61,2,1,0,0,2,2,0,1,2023,-1.169483396678648,-0.9467599588500707
101404,1,5,4,356,5.74,14.1,93.9,123.5,4,3,2,0,2,1.74,3,0,4,1,1,2,0,1,2024,-0.6206502503408617,-0.6665061141476396
101405,1,5,3,542,6.85,12.2,84.7,384.6,5,2,0,1,1,2.84,1,2,5,1,2,3,0,0,2025,0.331232237838735,1.5989514354438392
101406,2,1,1,1236,4.59,32.4,51.0,108.0,1,0,1,3,2,2.46,2,2,2,2,1,3,1,0,2024,-1.6068348101665708,-0.8009932532463295
101407,1,7,5,1821,6.16,16.3,71.7,226.0,2,2,0,4,3,8.66,3,1,4,1,2,1,0,1,2023,-0.2604784980566899,0.22284432182756747
101408,3,2,0,315,7.64,33.6,28.6,277.9,5,0,4,0,2,4.69,4,2,4,2,2,3,1,0,2024,1.0086981528494394,0.6731593230676965
101409,1,4,1,2636,5.07,32.5,48.6,382.7,5,0,0,3,0,3.63,2,0,5,0,2,4,1,0,2023,-1.1952099504132312,1.5824659151672253
101410,4,0,4,2690,8.11,19.5,80.3,398.2,3,2,1,0,3,2.9,1,1,3,1,0,3,1,0,2023,1.4117474946912505,1.7169530542659153
101411,4,6,5,1204,6.58,20.3,21.1,88.1,3,2,4,4,0,3.18,2,1,4,0,2,4,1,1,2024,0.09969325422748199,-0.9736573866698087
101412,5,3,2,1218,5.18,40.6,72.9,34.1,2,0,3,3,2,6.68,2,1,5,1,2,4,1,1,2024,-1.1008792533864247,-1.4421932261104056
101413,3,5,3,1819,8.32,10.1,38.6,371.1,3,0,1,4,3,9.36,3,0,3,2,1,1,0,1,2024,1.5918333708333372,1.4818174755836901
101414,5,8,3,2004,7.56,13.2,58.5,92.6,4,2,4,1,3,2.22,0,2,1,1,2,2,1,0,2023,0.940094009557216,-0.9346127333830924
101415,4,9,2,2268,5.04,26.4,90.4,74.3,4,0,2,4,0,9.79,3,1,2,2,1,1,0,1,2023,-1.220936504147815,-1.093394323415739
101416,0,2,2,2776,6.72,16.0,43.7,169.8,1,0,1,4,1,3.44,2,0,2,0,2,2,0,1,2024,0.21975050498887236,-0.26478001477542407
101417,2,6,3,768,8.39,15.4,75.0,0.2,4,1,1,4,1,6.16,2,1,1,1,0,2,0,0,2023,1.6518619962140328,-1.7363296142036693
101418,2,1,2,2548,5.65,16.5,68.9,285.0,4,3,4,3,2,7.04,0,2,2,1,2,1,0,1,2024,-0.6978299115446127,0.7347631093645159
101419,1,4,4,871,5.51,43.5,89.2,182.9,2,0,3,2,2,8.54,4,1,1,2,1,1,1,1,2023,-0.8178871623060039,-0.15111669076298298
101420,0,6,0,1245,6.2,15.5,52.0,215.0,4,3,0,2,2,0.71,2,2,0,0,1,1,0,1,2023,-0.22617642641057822,0.12740183601559402
101421,0,8,3,1220,7.63,33.8,67.6,363.8,5,0,2,1,1,0.67,0,2,5,0,0,1,1,1,2023,1.0001226349379115,1.4184783713630167
101422,2,6,0,1537,7.65,28.9,44.3,54.5,5,2,1,4,0,8.93,2,2,1,2,2,3,1,0,2024,1.0172736707609678,-1.2651907978772912
101423,0,5,4,1288,8.01,30.5,70.6,321.7,4,0,2,0,2,6.76,3,2,1,2,1,3,0,0,2025,1.3259923155759719,1.0531939483917363
101424,1,5,0,1105,6.55,38.1,48.0,155.2,3,0,1,2,2,1.41,4,2,3,0,0,0,0,0,2023,0.07396670049289807,-0.3914582232167708
101425,0,4,4,2539,4.86,32.7,51.0,162.2,1,3,4,2,2,6.96,4,1,0,2,1,3,1,0,2024,-1.375295826555317,-0.3307220958818786
101426,2,8,2,179,6.87,37.0,82.1,68.2,0,0,3,2,3,9.03,2,2,2,0,1,2,1,1,2023,0.34838327366179117,-1.1463215200932877
101427,4,3,2,1828,8.03,27.0,60.7,367.6,3,1,4,2,1,9.05,3,2,4,0,0,4,1,0,2025,1.3431433513990272,1.451449411916244
101428,4,9,1,1228,5.6,23.8,49.1,114.7,2,0,4,1,1,3.05,1,0,4,1,0,3,0,0,2024,-0.7407075011022528,-0.7428601027972184
101429,5,8,1,2409,4.78,33.7,33.0,137.8,4,3,3,2,1,1.08,3,2,0,2,2,3,0,1,2024,-1.4438999698475403,-0.5424308825920741
101430,1,4,5,743,7.57,41.0,36.6,185.4,2,3,1,1,3,4.97,4,0,1,0,1,2,0,0,2023,0.9486695274687446,-0.1294252167148072
101431,5,3,5,2441,7.55,28.0,70.3,338.9,3,1,3,1,1,0.59,1,2,5,1,0,3,1,1,2025,0.9315184916456883,1.2024312898431857
101432,4,3,3,1116,8.13,35.9,60.7,211.9,5,1,2,2,2,3.8,0,2,2,2,2,1,0,1,2025,1.4288985305143076,0.1005044081958561
101433,0,9,2,1431,7.12,24.6,73.6,344.5,2,0,2,1,3,1.97,2,2,4,1,2,2,1,0,2024,0.5627712214499888,1.2510201917110995
101434,4,9,3,1241,6.13,34.1,38.7,256.1,4,2,4,3,2,8.84,3,0,3,0,1,1,1,0,2023,-0.2862050517912738,0.4840096693676041
101435,4,4,1,1152,8.14,44.8,28.0,93.2,1,1,2,1,1,9.53,0,1,1,2,1,4,1,0,2023,1.4374740484258353,-0.9294067796115301
101436,1,4,2,2682,4.89,10.5,32.1,398.4,5,1,1,1,3,2.21,4,0,5,2,2,4,0,1,2023,-1.3495692728207338,1.7186883721897692
101437,1,1,4,1375,7.89,10.7,65.3,110.8,2,1,4,1,1,8.69,3,2,4,2,0,4,1,0,2023,1.223086100637637,-0.7766988023123726
101438,2,8,0,772,7.25,33.6,36.6,13.9,3,3,2,0,0,4.39,1,2,3,1,0,2,1,0,2024,0.6742529542998514,-1.6174603364196658
101439,4,4,4,792,7.74,38.0,54.3,242.6,5,0,4,0,0,6.24,4,2,4,0,0,2,1,0,2024,1.0944533319647187,0.36687570950745463
101440,2,2,2,2317,6.2,19.6,39.9,214.5,5,2,2,2,0,4.77,4,2,2,0,1,4,1,0,2024,-0.22617642641057822,0.12306354120595886
101441,5,7,1,1215,4.86,35.2,36.0,78.8,3,0,4,4,0,4.42,4,0,5,1,0,1,0,0,2024,-1.375295826555317,-1.0543496701290227
101442,0,3,2,619,6.84,23.0,53.7,214.9,5,3,1,0,1,2.43,1,0,5,1,0,4,1,0,2024,0.3226567199272073,0.12653417705366704
101443,5,6,5,413,8.02,25.2,50.9,14.2,4,3,3,3,2,5.23,0,0,1,0,0,2,0,0,2024,1.3345678334874995,-1.6148573595338849
101444,3,8,5,1527,6.74,34.7,33.3,100.9,5,3,3,1,3,8.2,4,1,1,0,0,4,0,1,2024,0.23690154081192855,-0.8625970395431487
101445,1,1,2,2641,5.04,27.4,36.1,24.0,5,2,3,1,1,3.59,1,1,4,2,0,3,1,1,2024,-1.220936504147815,-1.5298267812650357
101446,2,7,3,382,7.34,28.7,30.8,3.7,4,1,0,2,1,8.18,0,1,3,1,0,2,0,1,2024,0.7514326155036024,-1.7059615505362233
101447,1,8,5,480,6.92,21.8,63.9,126.3,0,2,1,0,2,1.33,3,0,4,0,1,1,1,0,2024,0.39126086321943054,-0.6422116632136828
101448,5,8,5,600,5.25,25.0,69.4,105.5,3,1,3,0,3,0.61,3,2,3,0,2,0,1,0,2023,-1.040850628005729,-0.8226847272945053
101449,2,9,3,1426,6.92,43.7,64.2,188.5,0,3,0,1,1,5.95,0,2,0,2,2,0,0,0,2023,0.39126086321943054,-0.10252778889506928
101450,2,8,4,2584,7.81,21.3,37.8,105.1,4,3,2,1,1,5.29,4,0,0,0,2,0,1,0,2025,1.1544819573454137,-0.8261553631422135
101451,1,2,5,2066,6.51,12.4,74.3,322.4,5,0,2,2,1,3.25,1,0,3,0,1,2,0,1,2024,0.039664628846786426,1.0592675611252254
101452,2,8,1,1845,6.21,41.1,83.4,210.2,1,0,4,3,2,7.07,2,2,2,0,2,4,1,1,2024,-0.2176009084990505,0.08575420584309641
101453,0,2,4,2469,6.48,21.0,76.5,88.0,3,3,4,4,2,4.19,4,2,4,1,2,1,0,1,2023,0.013938075112203263,-0.9745250456317357
101454,4,1,5,2420,7.4,24.1,36.1,142.4,4,1,0,1,1,3.2,3,0,2,2,2,2,1,0,2024,0.8028857229727703,-0.5025185703434306
101455,5,1,1,478,7.47,18.8,54.1,154.3,0,0,3,1,0,9.83,4,0,3,2,0,0,1,0,2024,0.862914348353465,-0.3992671538741139
